    ,BMUID   ,temp ,wspd ,wgust ,sealevelpressure ,visibility ,cloudcover ,precip ,dew   ,humidity ,loadFactor
370 ,TDBNW-1 ,2.4  ,6.4  ,      ,1010.8           ,22.8       ,64.8       ,0.0    ,-3.5  ,65.42    ,0.10072463768115941
371 ,TDBNW-1 ,6.2  ,8.6  ,      ,980.1            ,12.6       ,86.0       ,0.0    ,5.3   ,93.61    ,0.44905797101449274
372 ,TDBNW-1 ,10.2 ,14.7 ,30.0  ,1030.2           ,21.8       ,71.0       ,0.0    ,5.3   ,71.94    ,0.35514492753623184
373 ,TDBNW-1 ,16.2 ,17.2 ,30.0  ,1007.1           ,20.5       ,82.5       ,0.0    ,10.2  ,67.91    ,0.8788405797101448
374 ,TDBNW-1 ,15.8 ,10.6 ,      ,1020.0           ,27.9       ,68.6       ,0.0    ,12.0  ,77.79    ,0.3019565217391304
375 ,TDBNW-1 ,7.7  ,12.3 ,      ,1001.3           ,7.6        ,78.8       ,0.0    ,6.7   ,93.18    ,0.762536231884058
376 ,TULWW-1 ,3.4  ,22.4 ,4.6   ,1011.5           ,9.7        ,29.0       ,0.0    ,0.0   ,78.68    ,0.713529411764706
377 ,TULWW-1 ,5.6  ,27.0 ,6.7   ,978.9            ,7.5        ,62.0       ,0.0    ,5.0   ,95.83    ,0.8282352941176471
378 ,TULWW-1 ,13.4 ,11.6 ,19.5  ,1026.6           ,30.8       ,88.0       ,0.0    ,4.2   ,53.7     ,0.12694117647058822
379 ,TULWW-1 ,7.6  ,14.3 ,10.2  ,995.9            ,0.1        ,100.0      ,0.0    ,6.7   ,94.33    ,0.09929411764705882
380 ,TULWW-1 ,11.7 ,3.4  ,2.9   ,1021.0           ,4.9        ,97.4       ,0.0    ,11.4  ,98.11    ,0.00035294117647058826
381 ,TULWW-1 ,18.3 ,18.9 ,22.5  ,1004.3           ,21.8       ,76.7       ,0.0    ,9.8   ,57.72    ,0.342235294117647
382 ,TULWW-1 ,16.9 ,14.0 ,22.1  ,1018.2           ,30.4       ,38.3       ,0.0    ,8.6   ,58.2     ,0.1948235294117647
383 ,TULWW-1 ,7.9  ,19.3 ,15.1  ,1004.0           ,7.3        ,88.2       ,0.0    ,7.1   ,94.88    ,0.484
384 ,TULWW-2 ,3.4  ,22.4 ,4.6   ,1011.5           ,9.7        ,29.0       ,0.0    ,0.0   ,78.68    ,0.45392000000000005
385 ,TULWW-2 ,5.6  ,27.0 ,6.7   ,978.9            ,7.5        ,62.0       ,0.0    ,5.0   ,95.83    ,0.76968
386 ,TULWW-2 ,13.4 ,11.6 ,19.5  ,1026.6           ,30.8       ,88.0       ,0.0    ,4.2   ,53.7     ,0.11055999999999999
387 ,TULWW-2 ,7.6  ,14.3 ,10.2  ,995.9            ,0.1        ,100.0      ,0.0    ,6.7   ,94.33    ,0.11648
388 ,TULWW-2 ,18.3 ,18.9 ,22.5  ,1004.3           ,21.8       ,76.7       ,0.0    ,9.8   ,57.72    ,0.25216
389 ,TULWW-2 ,16.9 ,14.0 ,22.1  ,1018.2           ,30.4       ,38.3       ,0.0    ,8.6   ,58.2     ,0.19527999999999998
390 ,TULWW-2 ,7.9  ,19.3 ,15.1  ,1004.0           ,7.3        ,88.2       ,0.0    ,7.1   ,94.88    ,0.40671999999999997
391 ,WHIHW-1 ,2.1  ,8.5  ,      ,1009.4           ,21.6       ,86.9       ,0.0    ,-2.3  ,72.91    ,0.7620740740740741
392 ,WHIHW-1 ,6.0  ,12.4 ,      ,981.9            ,20.9       ,80.1       ,0.0    ,4.9   ,92.33    ,0.996
393 ,WHIHW-1 ,8.7  ,13.3 ,      ,1031.5           ,15.1       ,77.2       ,0.0    ,5.4   ,80.07    ,0.7765185185185186
394 ,WHIHW-1 ,9.4  ,15.7 ,27.7  ,991.6            ,2.6        ,83.6       ,0.0    ,8.2   ,92.31    ,0.2593333333333333
395 ,WHIHW-1 ,13.6 ,5.3  ,      ,1021.7           ,13.6       ,91.8       ,0.0    ,12.6  ,94.11    ,0.5308888888888889
396 ,WHIHW-1 ,15.2 ,17.7 ,      ,1008.1           ,26.9       ,56.7       ,0.0    ,9.9   ,70.91    ,0.4574814814814815
397 ,WHIHW-1 ,14.6 ,11.7 ,      ,1021.6           ,36.0       ,68.0       ,0.0    ,10.9  ,78.42    ,0.9969629629629629
398 ,WHIHW-1 ,7.4  ,12.8 ,      ,1000.1           ,13.3       ,81.8       ,0.0    ,5.5   ,87.87    ,0.06881481481481481
399 ,WHILW-1 ,2.2  ,4.7  ,4.9   ,1009.2           ,23.0       ,87.1       ,0.0    ,-3.4  ,66.18    ,0.115
400 ,WHILW-1 ,6.2  ,6.9  ,0.0   ,982.5            ,26.8       ,85.0       ,0.0    ,5.0   ,91.7     ,0.43251552795031056
401 ,WHILW-1 ,9.8  ,10.4 ,21.0  ,1031.3           ,14.8       ,84.6       ,0.0    ,6.0   ,77.39    ,0.26164596273291924
402 ,WHILW-1 ,9.6  ,9.9  ,11.6  ,991.8            ,3.4        ,83.8       ,0.0    ,7.3   ,85.74    ,0.6124223602484472
403 ,WHILW-1 ,14.5 ,4.2  ,0.0   ,1021.6           ,25.3       ,91.7       ,0.0    ,12.2  ,85.7     ,0.011770186335403728
404 ,WHILW-1 ,16.0 ,13.5 ,17.0  ,1007.8           ,28.4       ,60.6       ,0.0    ,10.6  ,70.18    ,0.46754658385093173
405 ,WHILW-1 ,14.9 ,7.6  ,2.0   ,1021.9           ,30.8       ,40.6       ,0.0    ,10.0  ,72.42    ,0.22111801242236026
406 ,WHILW-1 ,7.6  ,6.7  ,6.0   ,1000.7           ,13.5       ,81.8       ,0.0    ,5.9   ,89.25    ,0.40037267080745337
407 ,WHILW-2 ,2.2  ,6.9  ,      ,1009.2           ,22.8       ,86.8       ,0.0    ,-2.5  ,71.19    ,0.13718487394957982
408 ,WHILW-2 ,6.5  ,11.6 ,      ,982.3            ,25.7       ,83.9       ,0.0    ,4.8   ,88.88    ,0.27839495798319325
409 ,WHILW-2 ,9.3  ,12.4 ,      ,1031.3           ,15.0       ,85.7       ,0.0    ,5.6   ,77.61    ,0.23647899159663863
410 ,WHILW-2 ,9.6  ,15.6 ,27.7  ,991.7            ,3.2        ,82.4       ,0.0    ,8.0   ,89.78    ,0.5609075630252102
411 ,WHILW-2 ,15.6 ,16.3 ,      ,1007.9           ,28.8       ,61.1       ,0.0    ,10.1  ,69.86    ,0.43407563025210083
412 ,WHILW-2 ,14.8 ,11.7 ,      ,1021.8           ,33.3       ,48.7       ,0.0    ,10.0  ,73.24    ,0.18472268907563025
413 ,WHILW-2 ,7.4  ,10.7 ,      ,1000.6           ,13.7       ,84.0       ,0.0    ,5.7   ,89.15    ,0.34957983193277314
